Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Open Edit Polished Teardrop Stud Earrings | Nordstrom","https://rstyle.me/+yOSxKJjq0MWnZdeFjIFwSQ","Open","-$17.22",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Open Edit Polished Teardrop Stud Earrings | Nordstrom","https://rstyle.me/+yOSxKJjq0MWnZdeFjIFwSQ","Open","$13.93",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Open Edit Polished Teardrop Stud Earrings | Nordstrom","https://rstyle.me/+yOSxKJjq0MWnZdeFjIFwSQ","Open","$18.48",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Open Edit Polished Teardrop Stud Earrings | Nordstrom","https://rstyle.me/+yOSxKJjq0MWnZdeFjIFwSQ","Open","$9.31",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Open Edit Polished Teardrop Stud Earrings | Nordstrom","https://rstyle.me/+yOSxKJjq0MWnZdeFjIFwSQ","Open","$12.04",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Open Edit Polished Teardrop Stud Earrings | Nordstrom","https://rstyle.me/+yOSxKJjq0MWnZdeFjIFwSQ","Open","$17.22",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Open Edit Polished Teardrop Stud Earrings | Nordstrom","https://rstyle.me/+yOSxKJjq0MWnZdeFjIFwSQ","Open","$1.33",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$3.99",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$5.74",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$4.62",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$2.24",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$0.98",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$3.22",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$19.25",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$23.45",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$0.98",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$2.24",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$4.62",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$23.45",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$3.99",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$3.22",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$5.74",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$19.25",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$3.78",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$3.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$3.71",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$34.30",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$20.65",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$16.73",""
7/13/25,"NEAT Method","Sale commission","Tiffany Wendel","Everyday Hangers","https://rstyle.me/+yTAvo9Hq460sMsb-2WNEhg","Open","$14.28",""
7/13/25,"Etsy (US)","Sale commission","Tiffany Wendel","57% Off**colorful Moroccan Rug, Custom Fabulous Boujad Rug, Azilal Rug, Abstract Multicolored Car...","https://rstyle.me/+vM8iQkPrnGDl_3O3Orbvjg","Open","$8.48",""
7/13/25,"NEAT Method","Sale commission","Tiffany Wendel","Everyday Hangers","https://rstyle.me/+yTAvo9Hq460sMsb-2WNEhg","Open","$2.80",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$72.94",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$4.13",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$20.93",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$20.23",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$24.43",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$24.43",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$10.43",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$16.87",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$6.93",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$5.46",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$5.53",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$17.43",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$13.23",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","-$6.72",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$13.23",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$17.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$5.46",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$10.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$5.53",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$6.72",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$24.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$16.87",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$24.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$10.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$20.93",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$24.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$6.93",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Mansur Gavriel Glove Flat (Women) | Nordstrom","https://rstyle.me/+T0g7FcwVVkVEtyXEPFdn-Q","Open","$20.23",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","New Balance RC42 Sneaker (Women) | Nordstrom","https://rstyle.me/+QWcNnKL6NZL8unO0xJQUqA","Open","$1.68",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$6.23",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$4.97",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$3.15",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$4.06",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$4.06",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","Theodo Flat (Women)","https://rstyle.me/+p8UvMItxcD3Rr8sK28SJsg","Open","-$3.08",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Theodo Flat (Women)","https://rstyle.me/+p8UvMItxcD3Rr8sK28SJsg","Open","$12.11",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Theodo Flat (Women)","https://rstyle.me/+p8UvMItxcD3Rr8sK28SJsg","Open","$7.00",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Theodo Flat (Women)","https://rstyle.me/+p8UvMItxcD3Rr8sK28SJsg","Open","$3.08",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Theodo Flat (Women)","https://rstyle.me/+p8UvMItxcD3Rr8sK28SJsg","Open","$3.36",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Theodo Flat (Women)","https://rstyle.me/+p8UvMItxcD3Rr8sK28SJsg","Open","$10.08",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$3.08",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$5.95",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Natori Revelation Wireless Contour Bra | Nordstrom","https://rstyle.me/+pw8bLYnlD3VCA5nrHufKPA","Open","$1.82",""
7/13/25,"Target","Sale commission","Tiffany Wendel","Elden Wood Bench with Woven Back and Loose Cushion Seat (FA) - Threshold™ designed with Studio ...","https://rstyle.me/+JPCc9aMfUb5cYr2ylVq1VA","Open","$8.23",""
7/13/25,"Rugs Direct","Sale commission","Tiffany Wendel","Spicher and Company Classic Vintage Vinyl Pattern 54 Rugs | Rugs Direct","https://rstyle.me/+TszN3brcS0rKT-06J_pMdw","Open","$23.70",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","AllSaints Orten Suede Bomber Jacket | Nordstrom","https://rstyle.me/+lR5sXKowejAAQZ6ql7b9BQ","Open","$24.50",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$2.31",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$6.30",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$5.95",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$6.30",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$2.31",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$5.60",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$24.43",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$24.43",""
7/13/25,"SKIMS (US)","Sale commission","Tiffany Wendel","MICRO BANDEAU BIKINI TOP","https://rstyle.me/+sAbDwUtFA0qvAURr7jUx-A","Open","$4.87",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","MOTHER The Hustler Roller Sneak Jeans | Nordstrom","https://rstyle.me/+JhOSrnPOTR3b-6EXOjCLJQ","Open","-$4.27",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Hustler Roller Sneak Jeans | Nordstrom","https://rstyle.me/+JhOSrnPOTR3b-6EXOjCLJQ","Open","$4.27",""
7/13/25,"Zara US","Sale commission","Tiffany Wendel","ZW COLLECTION MULTI-POSITION BALLOON DRESS","https://rstyle.me/+PHY9QgwUAS93gzRz9tze0Q","Open","$14.18",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$12.77",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$4.20",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$2.24",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$8.26",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$15.90",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$30.91",""
7/13/25,"Nordstrom","Sale return","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","-$1.33",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$1.33",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$4.20",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$15.90",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$2.24",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$30.91",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$8.26",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$12.77",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$2.66",""
7/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Treasure & Bond Fringe Suede Jacket | Nordstrom","https://rstyle.me/+f3kBtWnq8BKlWJ3Yh8C5kg","Open","$4.37",""
7/13/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$0.83",""
7/13/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$8.02",""
7/13/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Open","$0.83",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$7.00",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$1.82",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Nike Pacific Low Top Sneaker (Women) | Nordstrom","https://rstyle.me/+Q8z48HImTQFJJN7OdXoTtg","Open","$7.28",""
7/12/25,"Nordstrom","Sale return","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","-$24.43",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","BP. Wide Leg Fleece Pants | Nordstrom","https://rstyle.me/+dJsaTq3GEVmH3L4gW6dLHQ","Open","$24.43",""
7/12/25,"Farfetch Global","Sale commission","Tiffany Wendel","Samba OG sneakers","https://rstyle.me/+Z8rJvBuJJF7XKf0nvNiydg","Open","$8.82",""
7/12/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$9.73",""
7/12/25,"Nordstrom","Sale return","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","-$9.73",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$2.73",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$4.13",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$6.23",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$9.73",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$7.63",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$12.53",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Veronica Beard Alanis Kitten Heel Slide Sandal (Women) | Nordstrom","https://rstyle.me/+oGwiRU3SHtJ61mpL3oUn-A","Open","$9.73",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Nordstrom Crewneck Cashmere Sweater | Nordstrom","https://rstyle.me/+VVDdZ6DYofS3Lrjg5Ku1GQ","Open","$4.55",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Nordstrom Crewneck Cashmere Sweater | Nordstrom","https://rstyle.me/+VVDdZ6DYofS3Lrjg5Ku1GQ","Open","$2.73",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Nordstrom Crewneck Cashmere Sweater | Nordstrom","https://rstyle.me/+VVDdZ6DYofS3Lrjg5Ku1GQ","Open","$6.51",""
7/12/25,"Anthropologie (US)","Sale commission","Tiffany Wendel","Reebok Classic Legacy AZ Sneakers","https://rstyle.me/+iDomvgq8gsH7wRm1nZvW4w","Open","$6.30",""
7/12/25,"COS (EU)","Sale commission","Tiffany Wendel","SHRUNKEN RINGER T-SHIRT - WHITE / BLACK | COS","https://rstyle.me/+wpSIIW123q45rjiS7HMnsg","Open","$3.42",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","MOTHER The Dodger Skimp High Waist Cuffed Hem Wide Leg Jeans | Nordstrom","https://rstyle.me/+G6U4jHjnNs0QoGnfhcpAMg","Open","$4.13",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$11.13",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$2.73",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$10.50",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$1.54",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$1.54",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$1.75",""
7/12/25,"Nordstrom","Sale commission","Tiffany Wendel","L'AVANT Collective Hand Care 2-Piece Box Set | Nordstrom","https://rstyle.me/+duGWZU5UFCylVkvVkxvVZw","Open","$2.03",""
