product_name,advertiser_name,image,sku,description,price,currency,url,clicks,commissions,orders,items_sold,active_links,order_conversion_rate,items_sold_conversion_rate
Nordstrom Cashmere Scarf | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/xXtFuro7ngwo1uAD3L1Ul10SC26EThPHEYo40LAdC4LUnS8OarCAkZKjpJaMDSe9UKm13tHIg5lxhQuLIRlMKIc36XVtyRv2QQhTGbUpQH5XWwI8h93dvyTWA2ugo861tNlKDHvgbALgUm51xA5wIb24O2_Hbi8euV7oIT2HohCCBhot0xOAJf0RiYkCTf8rLR554BEocIAtCrD2ti5S?v=2,,Free shipping and returns on Nordstrom Cashmere Scarf at Nordstrom.com. <p>Soft meets sustainable on this cozy yet understated scarf knit from a blend of both recycled and new cashmere.</p>,155.00,USD,https://www.nordstrom.com/s/nordstrom-cashmere-scarf/5872577?color=RED+CHINOISE&size=one+size&utm_content=32337615743&utm_term=pla-259571382690&utm_channel=low_nd_shopping_standard&utm_source=google&utm_campaign=662927200&adpos=&creative=145518920323&device=c&matchtype=&network=g&acctid=21700000001689570&dskeywordid=92700049882728326&lid=92700049882728326&ds_s_kwgid=58700005465928133&ds_s_inventory_feed_id=97700000007631122&dsproductgroupid=259571382690&product_id=39763213&merchid=1243147&prodctry=US&prodlang=en&channel=online&storeid=&locationid=9030447&targetid=pla-259571382690&campaignid=662927200&adgroupid=32337615743&gad_source=1&gclid=EAIaIQobChMIu_LE0v_fggMVygitBh0zkgZfEAQYCCABEgKOsvD_BwE&gclsrc=aw.ds,332,0.00,0,0,0,0.000000,0.000000
Taite Vest in Merino Napado,TWP,https://product-images-cdn.liketoknow.it/NNnhTNjXg2_K2Inj9CS_VtilEsPIBjkO_3mAFSsvurMM19NXwfkGL7QjM.fdv9NIJP.qJGmCn3G0PsrZX8MqQlZyShW2DHKyj8c78rZMMzEVn8eZMabWI9klfxPmLyobPz2G3iDKDCfaZq_Ad24md69UFjbNWhKmmKYhSDiC?v=2,840283244056,The Taite vest is a mixed blend of lamb leather and shearling. Showcases leather paneling and patch pockets. Style with our Macie Sweater and Drew Pant to complete the look.,1495.00,USD,https://www.twpclothing.com/products/taite-beige,7,0.00,0,0,0,0.000000,0.000000
THE BARAKETT TEE 3 PACK,Robert Barakett,https://product-images-cdn.liketoknow.it/Z9JjHK.LurLSls7POBu_WTl1hGffGaL8WR90RVqfTGhRFIEVEsOPNGBpkxtThGmVkWZx4i8SFwTawIODTvOL3GedbBifp_AjHzXOsZE.BFbSUtCofqgHL8nSWlgj_B4Sq1Mivd5miuW8snP78fwo?v=2,RB11101-WHT-S,"Our signature 100% Pima Cotton t-shirt in white, now available in packs of three! Perfect for the loyal fan, new collector, or gift-giver. Soft Water finishing creates the ultimate in comfort, luxurious feel, and clean appearance. Our most essential item yet!",195.00,USD,https://robertbarakett.com/products/the-barakett-tee-3pack-white?option1=Core&option2=S,2,0.00,0,0,0,0.000000,0.000000
Pesca cutout leather sandals | Hereu,Matches (EU),https://product-images-cdn.liketoknow.it/YrJns0X0jkgRyGKY1KnCVITLMVn9duerTgKPq986TAniB_IWd_fUrs1acjQjwqGt3OWx_YDwjg0p1l_gNv0Osy_7RMj0NG9NoB7ZT7dYbfwxDdkf3Gf9?v=2,1426153,"HEREU’s tan Pesca sandals are inspired by traditional styles worn by Mediterranean fishermen. They’re handmade by artisans in Spain from smooth leather with a cutout, caged upper and a buckled strap, then are set on a stacked sole with a low block heel.",360.0000,USD,https://www.matchesfashion.com/products/HEREU-Pesca-cutout-leather-sandals-1426153,1,0.00,0,0,0,0.000000,0.000000
Ski salopettes,NET-A-PORTER (US),https://product-images-cdn.liketoknow.it/fE15z6.vSpVcV3EQYAVe9OgL4eXZHotOM_BwECks45CUIfpUyZpDNg226mkxK5.HJXfqQgjoroHjNRW0ULgOa5h3JGlOCkbtvgri2ovUeu24lOUPp2hMqVWQ3RuQxGLWmFrIMP4fCtaCqQ--?v=2,,"Shop AZTECH MOUNTAIN Ski salopettes, Explore the latest AZTECH MOUNTAIN women's collection today on NET A PORTER",750.00,USD,https://www.net-a-porter.com/en-us/shop/product/aztech-mountain/sport/pants/ski-salopettes/1647597314136713,78,0.00,0,0,0,0.000000,0.000000
Wrangler + STAUD The Straight Cut Jean in Mid Blue,Wrangler,https://product-images-cdn.liketoknow.it/wzxZZPv19ElRHVvw5Vl7mM1ldAZSxeIVZBSAWY9MtVK1JB3VLsi9AWi3_tYreseIdMP2f4.0a6oBL6_QxmkLMSfkPtUnG9v0Pp1YmYGI83V10POMCX9rY4XrOkj09HNpXzKpPuJ2?v=2,112349470,"Shop the Wrangler + STAUD The Straight Cut Jean on Wrangler.com, the official website for Wrangler JEANS and all your favorite Wrangler women's apparel.",194.99,USD,https://www.wrangler.com/shop/wrangler-x-staud-the-straight-cut-jean-112349470.html?merchCategory=search,37,0.00,0,0,0,0.000000,0.000000
Brooke - Black | Women’s Short Cowgirl Boot | Miron Crosby,Miron Crosby,https://product-images-cdn.liketoknow.it/Oojg0iOtzLK3eDpmV5i_3LVzRvKICitHnwZeP5apzmRZCH0xaEDEk4yeEmoJ2nPAqKGq8essE6PCHxGZ1TSReCizMBxJaPwXAZlraHloAnp71dtDJU29TUjatzUjfqEFWMPYtSMY9lc-?v=2,WB-BRKE-BLK-0050,"Women's short cowgirl boots boasting our signature jumping stars, this retro shorty is magnificently detailed in black and silver foil leather. Pull-on Shorty Cowboy Boot with 6"" shaft upper A Point Toe Heel measures approximately 2"" Black Leather Vamp & Shaft Upper Black Leather Inlay and Applique Jumping Lazy Stars Grey Embroidery Leather Lining Leather Sole Stacked Leather Heel Handmade in Texas.",2195.00,USD,https://mironcrosby.com/products/brooke-black,6,0.00,0,0,0,0.000000,0.000000
Limited Edition Winter Fir Collection | L'AVANT Collective,L'AVANT Collective,https://product-images-cdn.liketoknow.it/1B2M2Y8AsgTpgAmY88R2dEG.c3hK2F0ixsW7Bw--?v=2,advertiser_url,"Your seasonal sink-side swap is here! Getting you through the winter with our Limited Edition Winter Fir products with subtle notes of cedar, fir, balsam, and sandalwood.",0.00,USD,https://lavantcollective.com/collections/limited-edition-winter-fir,17,0.00,0,0,0,0.000000,0.000000
Massimo Dutti United States | Men & Women's FW Collection,Massimo Dutti (US),https://product-images-cdn.liketoknow.it/0o1.vTjD1aFQ.L6djhkgqFG_0WiTlwl5xfgxVgZPtAFiZbq6OHAQehdgYFY.ME6yiTeaEWCniqWnC0j1qmL.G97AJppsKDWGl6KJd5zWAU7mp735dSzCOje1c48Jfbn3xpViG2buXZGNPJ9uDm5j3n9yVSBK95TSzX1iQIjBD_rVAYSYoohMRY8XoqwBYYcbO9io2iAZa9NdheDRf27bLqHRcitbtDalr5dh4FBz9dFzfnSzV2fqhoqkeMmumVmsDaCgWMhVqg--?v=2,,"Discover the latest fashion trends in women's new shoes, clothes and accessories for Fall/Winter 2021 at Massimo Dutti: elegant boots, coats and jackets.",229.00,USD,https://www.massimodutti.com/us/textured-coat-with-gold-buttons-l06068558,72,0.00,0,0,0,0.000000,0.000000
Neon 40 Tights,FWRD ,https://product-images-cdn.liketoknow.it/aeC9TltoB9yeM2gjw_cq_1GPasZvZ4W3tG32Ax3L20tLYZwPXu4CQmiJhS5QQaA_Ngq1yzv2x7G3dXfY9QcJQiYp.SGWE2nWz7OWsDxK33oHey6U?v=2,WOLF-WA5,Shop for Wolford Neon 40 Tights in Black at FWRD. Free 2 day shipping and returns.,55.00,USD,https://www.fwrd.com/product-wolford-neon-40-tights-in-black/WOLF-WA5/?d=Womens&currency=USD&countrycode=US&gad_source=1&gclid=Cj0KCQiAj_CrBhD-ARIsAIiMxT9bv4LCr0fhJ845Gg6oM3AzFlc8R4VEp-p-yzzOGmYII1w0ud7DJ98aAtvDEALw_wcB&gclsrc=aw.ds,76,0.00,0,0,0,0.000000,0.000000
Cordova paneled quilted flared ski pants,NET-A-PORTER (US),https://product-images-cdn.liketoknow.it/ntDcEWFNrCU.MH1z7x99vFPnYr4N.9rjOmv9bsECtwiGx1qzjoEyNd5jkrCC6jqghVD3fzgWHdLj7gDayhqi5TzoZzdvYQHhncKCWmtM8EAStAJb4YWfayqN3hxF2h0xclz0fbZcgrKOww--?v=2,,"Shop PERFECT MOMENT Cordova paneled quilted flared ski pants, Explore the latest PERFECT MOMENT women's collection today on NET A PORTER",690.00,USD,https://www.net-a-porter.com/en-us/shop/product/perfect-moment/sport/pants/cordova-paneled-quilted-flared-ski-pants/1647597320513679,10,0.00,0,0,0,0.000000,0.000000
Roxanne Assoulin Encrusted Heart Earrings | Shopbop,Shopbop,https://product-images-cdn.liketoknow.it/nT9Y45Rf8RTFcAddsRGT5TeWSpmLeoD96UsSh6faDfEuziM5Ycot08xiIH2MjT.I.pzYHjnRKXTERu5rB.ycV.xaGhuvSTjU53F7hvETucwlMuSavfMP9ikObzYGgDnvfdrPWRxywRplWm70cRK7s5juxR341WkMT3mDjSmg2_rXTktZhVaeU0WFxYkJJ6Ii4iLDFla.wxmtre4aHPGhBGu3uNCe.DiAlZA11QCiD34v?v=2,RASSO30371102CB314,Roxanne Assoulin Encrusted Heart Earrings | Shopbop,90.00,USD,https://www.shopbop.com/encrusted-heart-earring-roxanne-assoulin/vp/v=1/1512130535.htm?os=false&breadcrumb=Internal+Search&searchClick=true&searchResultClicked=Encrusted+Heart+Earrings&colorSin=2074656224&fm=search-viewall&ref_=SB_PLP_PDP_W_NB_1,32,0.00,0,0,0,0.000000,0.000000
Autumn Cashmere,Shopbop,https://product-images-cdn.liketoknow.it/KxjjgJYdDdxV9SyLcCyIYdvFLGx0hzG4Jq71LMyBZO5Uo3qfpnGxXTjDebIz3KSQYnLPENnG9PglEIOiq8vEU6asCPyiFDLHkSy4Y7fmzmVmiOH6LW73zgLPTe8pVVFe8RE4VRCGv4LMBsgLYwliH4r2Pp.vljZRKcqH77.YsIYZj_GZXlvE8GEZgHAIpv0izIPoO2rS9kiWheZ5kUq4gWxl14zYc5YDohy2zKFYmBggYpbTIRFdQ3qodw--?v=2,,Autumn Cashmere Cropped Cable Mockneck Sweater | Shopbop,340.00,USD,https://m.shopbop.com/cropped-cable-mockneck-autumn-cashmere/vp/v=1/1593003595.htm?os=false&breadcrumb=Internal+Search&searchClick=true&searchResultClicked=Cropped+Cable+Mockneck+Sweater&colorSin=2045721332&fm=search-shopbysize&ref_=SB_PLP_PDP_W_NB_3,20,0.00,0,0,0,0.000000,0.000000
Kerri - Crème Python | Women’s Midi Cowgirl Boot | Miron Crosby,Miron Crosby,https://product-images-cdn.liketoknow.it/SKm7.r8nvInAKc_AhiyDPeigoWaqJaru5wvUSPNuF5Vy8TLqjXPOZHttSlWAcfq3SXkLyIG2hrLcwoLEUptQJK4JQeWDRt2icrcwhzUXVqkI4iOBIXbQpt8AGrU6UvaW6Xl.MXE1B_zCsLU8K6YvwBD4DW7X1Enw_4tPRPgSqKIwk4IXOeYNKDWz6Q--?v=2,WB-KERRI-SLVR-0065,"The Kerri is a women's cowboy boot. This midi boot is made in all over crème python, Kerri is infinitely chic. Midi cowboy boot with 11"" shaft upper. Point A toe. Stacked leather heel approximately 2.75"". Creme python vamps and shaft uppers. Leather lining and sole. Handmade in Texas.",2395.00,USD,https://mironcrosby.com/collections/new-in-studio/products/kerri-silver,1,0.00,0,0,0,0.000000,0.000000
Franco Sarto Women's Vana Slip on Ballet Flat,Amazon (US),https://product-images-cdn.liketoknow.it/3456j_7fHU3pldEZlTjOSGyUkmgmgTu_v7nO4B2I2UEqSHbwGIj9gByVv9gjNc70OcGOH7ri83MMjC1hPqaplzCSuhRKJTs2bAnMl4fCjbvfog3EnfkQdKDM?v=2,,"Amazon.com | Franco Sarto Women's Vana Slip On Ballet Flat, Gold Metallic, 7 | Flats",68.35,USD,https://www.amazon.com/Franco-Sarto-Womens-Ballet-Metallic/dp/B0C76FBW1K?asc_source=verso&asc_campaign=60cb31419b948b7717da122e%7CkEn7Jy1wZ1xCNN9QithCeJ&asc_refurl=https%3A%2F%2Fwww.vogue.com%2Farticle%2Foctober-prime-day-clothing-deals-2023-2&ascsubtag=60cb31419b948b7717da122e&tag=vogue0d-20,1,0.00,0,0,0,0.000000,0.000000
The Buckle Bunny Rider High-Rise Skinny Ankle Jeans,Saks Fifth Avenue,https://product-images-cdn.liketoknow.it/sMhhj94WERm1gAOt9FlRmaV_a3D.KZjJPNMjBJy7wKwrKzSLvhlLT9ddsjSxMhP57wUKRAItAcbxUvN4nYYWqm7Pc7wGVKsjE3vzKgtreb78ThsF6dFyuLNclVUJD2FOmVAfZq7mX2REebNjBs.poNIc_8Kgs1b_ywA.c71ibaCKqLEGTrv1eEHU6gHdEGoR3C_acINozny9N2gO?v=2,19787761,"Western-style stitching lends style to Mother&#8217;s The Buckle Bunny Rider Jeans, cut with stretch to a slim ankle-length silhouette.<ul><li>Five-pocket style</li><li>Zip fly</li><li>Cotton/elastane</li><li>Machine wash</li><li>Made in USA</li></ul><br><b>SIZE &amp; FIT</b><ul><li>High-rise skinny silhouette</li><li>Rise, about 11.75&#148;</li><li>Inseam, about 27.5&#148;</li><li>Leg opening, about 14.5&#148;</li><li>Model measurements: 5'10&#148; tall</li><li>Model is wearing a US size 4</li></ul><br><b>ABOUT THE BRAND</b><br><br>A juxtaposition of love and rebellion, Mother was named for the duality of the word. When Lela Becker and Tim Kaeding launched their denim brand in 2010, they fully embraced that irreverent attitude. Everything is made in Los Angeles&#8212;from their cult-st...",228.00,USD,https://www.saksfifthavenue.com/product/Mother-The-Buckle-Bunny-Rider-High-Rise-Skinny-Ankle-Jeans-0400019787754.html?dwvar_0400019787754_size=27+%284%29&dwvar_0400019787754_color=ACT+NATURAL&site_refer=CSE_GGLPLA:Womens_Clothing:Mother&country=US&currency=USD&CSE_CID=G_Saks_PLA_US_Denim_Must+Win:Mother&gad_source=1&gclid=Cj0KCQiAyKurBhD5ARIsALamXaEA-K3_b3XYFqB_3hLdqoMNAzsrkSIGgcxMw86430xyPpFGsLJW3vEaAoczEALw_wcB&gclsrc=aw.ds,344,0.00,0,0,0,0.000000,0.000000
NEW TWIRL PLEATED SKIRT,Aritzia,https://product-images-cdn.liketoknow.it/fCxB.7xP9lssBdU6rG5HU1GybUaqr_FkT6ycKAMp4YN2ryea0vK7FTV0bc3Ir1rHzoR0goiywZieIn.utVvyOjsU1qSxN7NRBXdgV_tbe79S79qY3qbJpfTtGrhsrNS8GIV1UqXWrxTi20mG?v=2,106202,"The Wilfred New Twirl Pleated Skirt is a pleated chiffon midi skirt. A Wilfred favourite literally made for twirling, this is a high-rise midi skirt with an elastic waist and sunburst pleats. It&rsquo;s made with F&ecirc;te Chiffon&trade; &mdash; lightweight, semi-sheer fabric with an ethereal drape.&nbsp;",150.00,USD,https://www.aritzia.com/us/en/product/new-twirl-pleated-skirt/106202.html,3,0.00,0,0,0,0.000000,0.000000
Gelso Pleated Woven Wide-Leg Trousers,Moda Operandi (Global),https://product-images-cdn.liketoknow.it/fyHgKqEcoBE24_YVA5rwUIATxOWb1EE5sI_nLOhkio1tf_nCixZGO._2BAZT14z75wvfVQzZrb.DXAGD1IgY2C9RqtD7p_M6GTpCxE5_AOILLPnL.fSUPEQ05COJ73QxeSq.K9bw92.wsaD9d0zZAmrpp79kor6QoNVWLwbcHl2WFnr03TtTOUF1iq6fgFnAPERQNjdfD34-?v=2,,"Instagram-famous label The Frankie Shop has garnered a cult following for its wardrobe staples that are classic but never boring. Founded by Gaelle Drevet, it's become our go-to for unfussy, on-trend basics that won't break the bank. Think: classic shapes with a twist.
The 'Gelso' trousers have a relaxed wide-leg cut tailored from classic suiting fabric with a generously pleated high-cut waistband for a borrowed-from-the-boys feel. Wear it as a suit with the matching blazer.",195.00,USD,https://www.modaoperandi.com/women/p/the-frankie-shop/gelso-pants/524716,67,0.00,0,0,0,0.000000,0.000000
Knit Boyfriend Blazer in wool,TWP,https://product-images-cdn.liketoknow.it/z36trXYg8mjZ2fo7cBPhj2s2Q3Z0u3s8Vl_7emdVpOel0j47PcgS9r3PLnDdJUWKXqRGqNozjkc..Ec4oWbvVP0WTYCrIFFKSCB0hZjfmSXdH2GTefODyrpoDxk8bg.HCPyvu9YXc_ZHSRvO7qxbsT2_g2HuWg--?v=2,840283249938,"An iteration of our staple Boyfriend Blazer knitted in heavyweight Italian wool. The Knit Boyfriend Blazer features a notch lapel, side pockets, chest patch pocket, and straight triple button cuffs.",895.00,USD,https://www.twpclothing.com/products/knit-boyfriend-blazer-midnight,2,0.00,0,0,0,0.000000,0.000000
Wally suede ankle boots,NET-A-PORTER (US),https://product-images-cdn.liketoknow.it/T2bhMdaFj.6uXnGhhcwS7W3fObf5Y8OjCEpQi4Jj321GF5MhwnTVZ3OBeWlVEmUXMapBtMhTTjyLMUVZyLJb5VUHfhH5L0DoXKqO7OxEMGAck0jeMGiyCiPCTqgGlaYiYPpPrfobPN7DTQ--?v=2,,"Shop STAUD Wally suede ankle boots, Explore the latest STAUD women's collection today on NET A PORTER",395.00,USD,https://www.net-a-porter.com/en-us/shop/product/staud/shoes/ankle/wally-suede-ankle-boots/1647597284223908?cm_mmc=sea&&vtp00=GOOGLE&vtp01=SEAU&vtp02=19857158845&vtp03=152825252768&vtp04=&vtp05=&vtp06=aud-1676478449003:pla-576145237592&vtp07=&vtp08=9033325&vtp09=&vtp10=g&vtp11=c&vtp12=651882401446&vtp13=&vtp14=pla&vtp15=689071428&vtp16=3074457345624707184&vtp17=US&vtp18=en&vtp19=576145237592&gclid=Cj0KCQjw4vKpBhCZARIsAOKHoWT1rfbfDQLE55Y7jLKZM8NNJ_LoA-nvYLA2GhTDWn42Z0DksUIN7ZMaAhZmEALw_wcB,9,0.00,0,0,0,0.000000,0.000000
THE BARAKETT TEE 3 PACK,Robert Barakett,https://product-images-cdn.liketoknow.it/ko9NUi7p4ND5vX.kbeDROICP1jOFsudIBBBHXNwgEPCErk2gFy_WLjKJX1o5ZZNM.KLR9HmOAdMz2J8yaMlkTAfQzwaAgLcjg4TP5E2DGyt3IFT6h6Dwl6ssrHY0YkmmwtXxNs8WrHE-?v=2,RB11101-CORE-S,"Our signature 100% Pima Cotton t-shirt, now available in packs of three! Perfect for the loyal fan, new collector, or gift-giver. Soft Water finishing creates the ultimate in comfort, luxurious feel, and clean appearance. Our most essential item yet!",195.00,USD,https://robertbarakett.com/products/the-barakett-tee-3pack-core?option1=White&option2=S,1,0.00,0,0,0,0.000000,0.000000
Oversized Crop Crew Sweater -- Navy Multi,Frame Denim,https://product-images-cdn.liketoknow.it/V_pr5upuCYOOBdExtgOBG9dgcBkhOi7YFHx6pKiu3LqcoclajN8tIrtuVEbTAC8jiLu_mYiTtVZYg_Ct_glz8JbrBL.V9zuc.jRozb879OLOX7lVKsFxaKNjGYgBCxO7TCElsyS5O4apJ.9t8RQWcG0yGkMQxEhzE9Q_ynfJjWTRg_M5Mns_kRM.1.yTJ5AF692yvQMXp0BZXV8-?v=2,LWSW1816-NAMU,Oversized Crop Crew Sweater Navy Multi,438.00,USD,https://frame-store.com/products/oversized-crop-crew-sweater-navy-multi,3,0.00,0,0,0,0.000000,0.000000
Goldy Knee High Boot (Women),Nordstrom,https://product-images-cdn.liketoknow.it/TmyWMdhWE0nQ9r45OMCUIfQoCajM3TQNCkVgVTLnG2clM79IPshyQoEYmrTAqrhlpqyogNJPHitX55ZnbK_YtfxbPEkY_oVoDAXwkc3JT3CCu0Wq0Ua368w6kWY5fEWljcJtItvB7qxDxDmI7CAXYhJtASN1PtoPkevlu0j9csgyQL.1EaUfD7skprR936sZe0VMz9XmYADkgwkPFfzCd.YhDEiRferWfQuyfYJEc_1OxMAWVwY4?v=2,,Free shipping and returns on Loeffler Randall Goldy Knee High Boot at Nordstrom.com. <p>Make every ensemble a hit with this sleek knee-high boot crafted from sleek leather and finished with a statuesque block heel.</p>,695.00,USD,https://www.nordstrom.com/s/loeffler-randall-goldy-knee-high-boot-women/5327906?color=SAFARI&size=8&utm_content=33067294749&utm_term=pla-259367770000&utm_channel=low_nd_shopping_standard&utm_source=google&utm_campaign=662927176&adpos=&creative=145503088304&device=c&matchtype=&network=g&acctid=21700000001689570&dskeywordid=92700049880375937&lid=92700049880375937&ds_s_kwgid=58700005468297492&ds_s_inventory_feed_id=97700000007631122&dsproductgroupid=259367770000&product_id=8430680&merchid=1243147&prodctry=US&prodlang=en&channel=online&storeid=&locationid=9033274&targetid=pla-259367770000&campaignid=662927176&adgroupid=33067294749&gclid=EAIaIQobChMIupClnOjJgQMVigytBh3UzwKtEAQYAyABEgJFn_D_BwE&gclsrc=aw.ds,43,0.00,0,0,0,0.000000,0.000000
Anya Mary Jane flats in metallic,J.Crew US,https://product-images-cdn.liketoknow.it/oOGaoBw5TC9wKsibbzgTQaq6G9o27vDq3gfLU4mrNOlUyuTkc5gur1bdu2wxJU_K1fdmgAk87mQw.GvNDzJ4v.XJLdagxL143QlibBomNn0AlpeCcmWiBHJH6WUXyrBgSEXgYzwM?v=2,,Shop  for the Anya Mary Jane flats in metallic for women. Find the best selection of women womens-categories-shoes-ballets available in-stores and on line.,178.00,USD,"https://www.jcrew.com/pdp/womens/categories/shoes/ballets/anya-mary-jane-flats-in-metallic/BT900?color_name=gold-mirror&N=9%20MEDIUM&noPopUp=true&srccode=Paid_Search%7CSearch_Pmax%7CGoogle%7CJCrew_Shopping_PLA_US_All_InventoryBig_PMax_X_Google+_X,,,71700000114429424,,&utm_source=google&utm_medium=paid_search&utm_campaign=JCrew_Shopping_PLA_US_All_InventoryBig_PMax_X_Google+_X,&utm_content=shopping&NoPopUp=True&&&gclid=CjwKCAjwpJWoBhA8EiwAHZFzfl4AJk-ciw5xbFemgC6puogKgYxcJwb42FLNRSfr2ByX6T-LXhC4ZhoCv8kQAvD_BwE&gclsrc=aw.ds",8,0.00,0,0,0,0.000000,0.000000
Ranchers Daughter in Leather,TWP,https://product-images-cdn.liketoknow.it/cf6zUduuJaaq8kCtabUwsaV0Vaj0JOV6.qLgd2xdYkuw6WL_TEDTjOwx9IaTZjeTYpdBhrdan.ETTI_qnocI6Co_LMLop4UgpqXcUyvNzDL3q5vNpNS4PW4fGipgt98qc7wtZiqWVk7Rxh2jpLvwbiT1HOFMCdw-?v=2,840283230226,"Cut from lamb leather, The Ranchers Daughter brings a hint of western to the collection. Features two flap pockets, visible stitching, front button snap closures, and button cuffs. Fits true to size. Model is wearing a size S. 100% Leather",1495.00,USD,https://www.twpclothing.com/products/ranchers-daughter-3,7,0.00,0,0,0,0.000000,0.000000
Satin Fuchsia Small and Large Handbag Stylish Woman Bag Scrunchies Bag Wedding Bag Bow Bag 27 Col...,Etsy (US),https://product-images-cdn.liketoknow.it/FlSbcAO72Ye20FJ8AVC_znIaXXJSgKBTv_RxM.yn0mGO5xghU_IlAEVqp6z4kbG02HmcKIu.5z0RqvneH2V15e2fsnKbsA2luUU.Z9P6nGCEeW3SosrN.ST9MXT5FSrZTBvoU1oxkYqtuyaXAdsNnLxi?v=2,1280421563,"This Top Handle Bags item by MirariBags has 254 favorites from Etsy shoppers. Ships from Poland. Listed on Oct 28, 2023",102.00,USD,https://www.etsy.com/listing/1280421563/satin-fuchsia-small-and-large-handbag?click_key=28c56c9f528e3f81201ee223576fcc9b11f4880c%3A1280421563&click_sum=b6dc802c&external=1&rec_type=ss&ref=pla_similar_listing_top-1&pro=1&frs=1&sts=1,19,0.00,0,0,0,0.000000,0.000000
Men's Navigator Leather Zip Travel Kit Bag,Neiman Marcus,https://product-images-cdn.liketoknow.it/PPPeGVuTqfXCiG8OR3DCZ1jgbPyP4A2QJOE2LlZS_xd.SACd0az9fRHZRWLve1KX87vMWGwDQoxpeXkPPTlWna.c0TLvVmx9lt3m4ZeF23MTG0_NZSnkPYBSjLRta2LjMmNBISlhqKmHvx8uonuYLOke8kCv8HSh.0v1yhWCBA--?v=2,,Get free shipping on Shinola Men's Navigator Leather Zip Travel Kit Bag at Neiman Marcus. Shop the latest luxury fashions from top designers.,295.00,USD,https://www.neimanmarcus.com/p/shinola-mens-navigator-leather-zip-travel-kit-bag-prod252450348?utm_source=google_shopping&ecid=NMCS_GP_RL&gad_source=1&gclid=Cj0KCQiA3uGqBhDdARIsAFeJ5r1166V1djbPflicDMN2qWisByqF98ueaq_bPC0f63yB6xshA7hi_SQaAlsGEALw_wcB&gclsrc=aw.ds,30,0.00,0,0,0,0.000000,0.000000
Sequined A-Line Miniskirt,Saks Fifth Avenue,https://product-images-cdn.liketoknow.it/ppT7dO7h0i.a55tSvfYlr335J_rRfxMpKi.ej6ZO5yUrES8DR.K7T67gQkwR7wJCAk2LqFhVq4dfnDkbriv7ja8DAVNKpJm15YfSoitwCeNuXoF8s6RmnYQ6cw--?v=2,20303657,"Self-Portrait's A-line miniskirt showcases shimmering sequins creating a glamorous design. Trimmed with bonded edges, this piece evokes a striking aesthetic.<ul><li>Unbanded waist</li><li>Concealed back zip closure</li><li>95% polyester/5% elastane</li><li>Embroidery: 100% polyester</li><li>Lining: 100% polyester</li><li>Trim: 100% polyester</li><li>Dry clean</li><li>Imported</li></ul><br><b>SIZE &amp; FIT</b><ul><li>About 15"" long</li><li>Model measurements: 5'10"" tall</li><li>Model is wearing a US size 4</li></ul><b>ABOUT THE BRAND</b><br><br>Self-Portrait was founded in 2013 by Malaysian designer Han Chong, a Central Saint Martins graduate. The contemporary London-based label, often spotted on the red carpet, features easy evening pieces with signature details like eyelet lace, ruffl...",380.00,USD,https://www.saksfifthavenue.com/product/Self-Portrait-Sequined-A-Line-Miniskirt-0400020303652.html?dwvar_0400020303652_size=8&dwvar_0400020303652_color=BLACK&site_refer=CSE_GGLPLA:Womens_Dresses:Self-Portrait&country=US&currency=USD&CSE_CID=G_Saks_PLA_US_Women%27s+Apparel_Contemporary_High+LTV:All+Women%27s+Apparel+Contemporary&gad_source=1&gclid=Cj0KCQiAj_CrBhD-ARIsAIiMxT97AQLDwjrdQvAkhRpug6-RGD5EpidH2qtQKYhviUSSYI0Fvh-MHewaAsm7EALw_wcB&gclsrc=aw.ds,109,0.00,0,0,0,0.000000,0.000000
"2PCS Handmade Velvet Bow Hair Clips, Headbands for Women Girls, Elegant Hair Ties Hair Styling Ac...",Amazon (US),https://product-images-cdn.liketoknow.it/Z0FoevNC6696i4wtuZjbf6_wrKfNPrEkbVylhHlqamTk_IFhMk9QEFK9tEh9LObF9TAiZN0KE1xeK4xQEVEMCPJCPKyjIqwP7.QcxZjOc8FQA1aVlanuHA--?v=2,,"Amazon.com : 2 Pcs Velvet Hair Ties, Bows for Women, Back to School Gifts Headdress Decor, Hair Band Set, Baby Teen Girl Stuff Hair Styling Accessories, Toddler Girl Cute Hair Clips, Red and Black : Beauty & Personal Care",9.00,USD,https://www.amazon.com/Mothers-Headdress-Styling-Accessories-Toddler/dp/B0BV9TK165/ref=asc_df_B09PK6X6ZG/?tag=hyprod-20&linkCode=df0&hvadid=642148671976&hvpos=&hvnetw=g&hvrand=4486651915569286352&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9033325&hvtargid=pla-1621393286343&mcid=423587a161503fac9a1e22451172fe34&th=1,46,0.00,0,0,0,0.000000,0.000000
